par,mus,timbre,fam,att,tech,reg,regn,val,ten,energy,pref,familiar
31,1,78,2,2,1,5,5,0.250391,1,0.751174,0,1
31,1,79,2,2,1,6,6,0.809077,0.86698,0.242567,0.122066,0.500782
31,1,80,2,2,0,7,6,0.112676,1,0.748044,0.120501,0
31,1,81,3,1,0,1,1,0.12989,1,0.13615,0.629108,0
31,1,82,3,1,0,2,2,0.544601,0.134585,0.503912,1,1
31,1,83,3,1,0,3,3,0.619718,0,0.112676,0.998435,1
31,1,84,3,1,0,4,4,0.514867,0,0.503912,1,1
31,1,85,3,1,0,5,5,0.754304,0.621283,0.500782,0.503912,0.492958
31,1,86,3,1,0,6,6,0.929577,0.738654,0.619718,0.383412,0.500782
31,1,87,3,1,0,7,6,0.115806,1,0.873239,0.137715,1
31,1,88,3,2,0,2,2,0.629108,0.251956,0.494523,0.876369,1
31,1,89,3,1,1,2,2,0.769953,0.874804,0.492958,1,1
31,1,90,3,2,0,3,3,0.882629,0.374022,0.873239,0.868545,1
31,1,91,3,2,0,4,4,0.86072,0.392801,0.507042,0.746479,1
31,1,92,3,2,1,3,3,0.380282,0.683881,0.488263,0.743349,1
31,1,93,3,2,1,4,4,0.244131,0.488263,0.505477,0.751174,1
31,1,94,3,1,1,3,3,0.740219,0.632238,0.640063,0.749609,1
31,1,95,3,1,1,4,4,0.879499,0.247261,0.636933,0.884194,1
31,1,96,3,2,0,5,5,0.256651,0.868545,0.633803,0.233177,0.508607
31,1,97,3,2,1,5,5,0.86698,0.743349,0.763693,0.754304,1
31,1,98,3,1,1,5,5,0.926448,0.381847,0.751174,0.755869,1
31,1,99,3,2,0,6,6,0.269171,0.876369,0.621283,0.255086,0.489828
31,1,100,3,2,0,7,6,0.118936,1,0.874804,0,0
31,1,101,3,2,1,6,6,0.117371,1,0.743349,0.131455,1
31,1,102,3,2,1,7,6,0,1,0.754304,0.128326,0
31,1,103,3,1,1,6,6,0.865415,0.636933,0.737089,0.7277,1
31,1,104,4,3,0,2,2,0.760563,0.489828,0.394366,0.619718,1
31,1,105,4,3,0,3,3,0.744914,0.378717,0.505477,0.751174,1
31,1,106,4,2,0,2,2,0.381847,0.749609,0.388106,0.491393,0
31,1,107,4,2,0,3,3,0.492958,0.233177,0.508607,0.743349,1
31,1,108,4,1,0,2,2,0.760563,0.118936,0.754304,0.882629,1
31,1,109,4,1,0,3,3,0.737089,0.381847,0.743349,0.885759,1
31,1,110,4,1,0,3,3,0.181534,1,0.375587,0.619718,0
31,1,111,4,1,0,4,4,0.244131,0.312989,0.369327,0.619718,0
31,1,112,4,1,0,5,5,0.428795,0.881064,0.239437,0.258216,0
31,1,113,4,2,0,3,3,0.261346,0.862285,0.613459,0.247261,0
31,1,114,4,2,0,4,4,0.112676,0.879499,0.248826,0.248826,0
31,1,115,4,2,0,5,5,0.064163,0.884194,0.492958,0.618153,0
31,1,116,4,3,0,3,3,0,1,0.13302,0,0
31,1,117,4,3,0,4,4,0.12989,0.881064,0.248826,0.491393,1
31,1,118,4,3,0,5,5,0.386541,0.873239,0.605634,0.496088,0
31,1,119,4,5,0,3,3,0.128326,1,0.505477,0.486698,0
31,1,120,4,5,0,4,4,0.120501,1,0.228482,0.491393,0
31,1,121,4,2,0,3,3,0.134585,0.948357,0.370892,0.743349,0
31,1,122,4,2,0,4,4,0.758998,0.369327,0.502347,0.743349,0.492958
31,1,123,4,2,0,5,5,1,0.375587,0.735524,0.856025,1
31,1,124,4,2,0,6,6,0.887324,0.126761,0.253521,0.873239,1
31,1,125,4,2,0,7,6,1,0.613459,0.868545,0.500782,1
31,1,127,4,3,0,6,6,1,0.381847,0.86385,0.743349,1
31,1,128,4,3,0,7,6,1,0.757433,0.87011,0.247261,1
31,1,129,4,2,0,6,6,0.871674,0.874804,0.737089,0.367762,0
31,1,130,4,2,0,7,6,0.266041,1,0.735524,0.131455,0.514867
31,1,131,4,2,0,5,5,0.879499,0.367762,0.491393,0.746479,1
31,1,132,4,2,0,6,6,0.874804,0.266041,0.751174,0.865415,1
31,1,133,4,3,0,4,4,0.56025,0.380282,0.478873,0.643192,0.503912
31,1,134,4,3,0,5,5,1,0.762128,0.86385,0.621283,1
31,1,135,4,3,0,6,6,0.743349,0.125196,0.638498,1,1
31,1,136,4,3,0,6,6,0.874804,0.879499,0.871674,0.377152,1
31,1,137,4,3,0,7,6,0.876369,0.746479,0.748044,0.374022,0.492958
32,1,0,1,3,0,1,1,0.514867,0.492958,0.280125,0.553991,0.646322
32,1,1,1,3,0,2,2,0.769953,0.499218,0.719875,0.629108,0.995305
32,1,2,1,2,0,1,1,0.511737,0.491393,0.361502,0.553991,0.937402
32,1,3,1,2,0,2,2,0.607199,0.921753,0.699531,0.591549,0.757433
32,1,4,1,1,0,1,1,0.517997,0.339593,0.327074,0.652582,1
32,1,5,1,1,0,2,2,0.666667,0.242567,0.505477,0.710485,0.913928
32,1,6,1,2,1,1,1,0.500782,0.505477,0.248826,0.464789,0.552426
32,1,7,1,2,1,2,2,0.375587,0.657277,0.56025,0.334898,0.505477
32,1,8,1,3,0,3,3,0.666667,0.289515,0.638498,0.588419,0.812207
32,1,9,1,3,0,4,4,0.613459,0.317684,0.608764,0.544601,0.723005
32,1,10,1,2,0,3,3,0.690141,0.469484,0.72144,0.665102,0.837246
32,1,11,1,2,0,4,4,0.716745,0.233177,0.668232,0.697966,0.931142
32,1,12,1,1,0,3,3,0.655712,0.317684,0.665102,0.707355,0.865415
32,1,13,1,1,0,4,4,0.701095,0.269171,0.733959,0.818466,0.924883
32,1,14,1,2,1,3,3,0.302034,0.838811,0.840376,0.215962,0.28169
32,1,15,1,2,1,4,4,0.339593,0.784038,0.758998,0.247261,0.477308
32,1,16,1,3,0,1,1,0.399061,0.771518,0.735524,0.43036,0.400626
32,1,17,1,3,0,2,2,0.347418,0.921753,0.780908,0.165884,0.701095
32,1,18,1,2,0,1,1,0.511737,0.632238,0.627543,0.502347,0.998435
32,1,19,1,2,0,2,2,0.444444,0.827856,0.744914,0.333333,0.652582
32,1,20,1,2,1,2,2,0.316119,0.805947,0.719875,0.311424,0.671362
32,1,21,1,3,0,3,3,0.619718,0.640063,0.733959,0.669797,0.86072
32,1,22,1,2,0,3,3,0.602504,0.377152,0.591549,0.696401,0.826291
32,1,23,1,2,1,3,3,0.273865,0.834116,0.780908,0.203443,0.56025
32,1,24,1,3,0,4,4,0.72144,0.431925,0.768388,0.596244,0.918623
32,1,25,1,2,0,4,4,0.752739,0.618153,0.743349,0.757433,1
32,1,26,1,1,0,3,3,0.630673,0.682316,0.638498,0.553991,0.8482
32,1,27,1,1,0,4,4,0.610329,0.57903,0.762128,0.492958,0.832551
32,1,28,1,2,1,4,4,0.377152,0.776213,0.644757,0.305164,0.422535
32,1,29,1,3,0,3,3,0.503912,0.56025,0.774648,0.636933,0.810642
32,1,30,1,3,0,4,4,0.613459,0.70579,0.71518,0.635368,0.655712
32,1,31,1,3,0,5,5,0.517997,0.683881,0.72457,0.372457,0.41471
32,1,32,1,2,0,3,3,0.618153,0.70579,0.72144,0.646322,0.945227
32,1,33,1,2,0,4,4,0.388106,0.798122,0.780908,0.577465,0.86698
32,1,34,1,2,0,5,5,0.657277,0.693271,0.723005,0.377152,0.589984
32,1,35,1,1,0,3,3,0.622848,0.697966,0.690141,0.547731,0.87011
32,1,36,1,1,0,4,4,0.625978,0.571205,0.70579,0.56651,0.871674
32,1,37,1,1,0,5,5,0.276995,0.954617,0.834116,0.308294,0.652582
32,1,38,1,2,1,3,3,0.356808,0.751174,0.799687,0.273865,0.586854
32,1,39,1,2,1,4,4,0.336463,0.859155,0.732394,0.280125,0.713615
32,1,40,1,3,0,4,4,0.769953,0.478873,0.896714,0.633803,1
32,1,41,1,2,0,4,4,0.594679,0.629108,0.690141,0.56025,0.762128
32,1,42,1,1,0,4,4,0.697966,0.630673,0.729264,0.588419,0.907668
32,1,43,1,2,1,4,4,0.298905,0.877934,0.749609,0.226917,0.729264
32,1,44,1,3,0,5,5,0.325509,0.874804,0.804382,0.359937,0.859155
32,1,45,1,3,0,6,6,0.636933,0.751174,0.784038,0.355243,0.713615
32,1,46,1,2,0,5,5,0.600939,0.757433,0.751174,0.327074,0.674491
32,1,47,1,2,0,6,6,0.496088,0.688576,0.796557,0.280125,0.798122
32,1,48,1,1,0,5,5,0.588419,0.624413,0.719875,0.42097,0.762128
32,1,49,1,1,0,6,6,0.367762,0.768388,0.755869,0.237872,0.478873
32,1,50,1,2,1,5,5,0.267606,0.899844,0.780908,0.29108,0.344288
32,1,51,2,2,0,1,1,0.364632,0.638498,0.370892,0.500782,0.668232
32,1,52,2,2,0,2,2,0.697966,0.611894,0.317684,0.483568,0.651017
32,1,53,2,2,0,3,3,0.568075,0.56025,0.726135,0.42097,0.644757
32,1,54,2,2,0,4,4,0.494523,0.546166,0.58529,0.442879,0.522692
32,1,55,2,2,1,2,2,0.241002,0.895149,0.779343,0.237872,0.400626
32,1,56,2,2,1,3,3,0.264476,0.740219,0.680751,0.273865,0.381847
32,1,57,2,2,1,4,4,0.449139,0.643192,0.643192,0.320814,0.347418
32,1,58,2,2,0,2,2,0.478873,0.507042,0.328638,0.507042,0.713615
32,1,59,2,2,0,3,3,0.355243,0.605634,0.276995,0.295775,0.70579
32,1,60,2,2,0,4,4,0.599374,0.366197,0.640063,0.56964,0.929577
32,1,61,2,2,0,5,5,0.636933,0.494523,0.500782,0.492958,0.99687
32,1,62,2,2,0,6,6,0.410016,0.710485,0.766823,0.339593,0.773083
32,1,63,2,2,1,3,3,0.226917,0.765258,0.735524,0.306729,0.751174
32,1,64,2,2,1,4,4,0.225352,0.882629,0.790297,0.137715,0.363067
32,1,65,2,2,1,5,5,0.280125,0.862285,0.735524,0.208138,0.492958
32,1,66,2,2,0,4,4,0.416275,0.691706,0.7277,0.447574,0.780908
32,1,67,2,2,0,5,5,0.58216,0.660407,0.651017,0.489828,0.632238
32,1,68,2,2,1,4,4,0.295775,0.758998,0.805947,0.286385,0.743349
32,1,69,2,2,1,5,5,0.283255,0.835681,0.719875,0.327074,0.593114
32,1,70,2,2,0,4,4,0.586854,0.431925,0.627543,0.394366,0.455399
32,1,71,2,2,0,5,5,0.607199,0.416275,0.733959,0.538341,0.827856
32,1,72,2,2,1,4,4,0.341158,0.788732,0.70579,0.211268,0.247261
32,1,73,2,2,1,5,5,0.513302,0.676056,0.690141,0.514867,0.610329
32,1,74,2,2,0,4,4,0.801252,0.125196,0.780908,0.787167,1
32,1,75,2,2,1,4,4,0.488263,0.735524,0.790297,0.363067,0.543036
32,1,76,2,2,0,5,5,0.636933,0.27856,0.510172,0.629108,0.895149
32,1,77,2,2,0,6,6,0.532081,0.730829,0.757433,0.574335,0.904538
32,1,78,2,2,1,5,5,0.494523,0.812207,0.780908,0.28795,0.602504
32,1,79,2,2,1,6,6,0.205008,0.904538,0.782473,0.128326,0.701095
32,1,80,2,2,0,7,6,0.392801,0.796557,0.780908,0.29421,0.802817
32,1,81,3,1,0,1,1,0.370892,0.643192,0.589984,0.406886,0.510172
32,1,82,3,1,0,2,2,0.680751,0.27543,0.768388,0.70892,0.849765
32,1,83,3,1,0,3,3,0.690141,0.251956,0.779343,0.694836,0.8482
32,1,84,3,1,0,4,4,0.802817,0.211268,0.619718,0.807512,0.904538
32,1,85,3,1,0,5,5,0.690141,0.233177,0.674491,0.751174,0.940532
32,1,86,3,1,0,6,6,0.580595,0.43975,0.613459,0.660407,0.837246
32,1,87,3,1,0,7,6,0.671362,0.330203,0.72457,0.56651,0.852895
32,1,88,3,2,0,2,2,0.550861,0.361502,0.669797,0.713615,0.937402
32,1,89,3,1,1,2,2,0.771518,0.203443,0.794992,0.849765,0.971831
32,1,90,3,2,0,3,3,0.7277,0.195618,0.760563,0.754304,0.926448
32,1,91,3,2,0,4,4,0.70266,0.27543,0.723005,0.707355,0.929577
32,1,92,3,2,1,3,3,0.760563,0.369327,0.746479,0.820031,1
32,1,93,3,2,1,4,4,0.553991,0.682316,0.748044,0.568075,0.793427
32,1,94,3,1,1,3,3,0.657277,0.261346,0.632238,0.730829,0.946792
32,1,95,3,1,1,4,4,0.704225,0.298905,0.677621,0.676056,0.827856
32,1,96,3,2,0,5,5,0.549296,0.322379,0.71518,0.571205,0.771518
32,1,97,3,2,1,5,5,0.658842,0.516432,0.651017,0.399061,0.780908
32,1,98,3,1,1,5,5,0.729264,0.179969,0.820031,0.758998,0.971831
32,1,99,3,2,0,6,6,0.611894,0.616588,0.785603,0.599374,0.896714
32,1,100,3,2,0,7,6,0.600939,0.898279,0.835681,0.377152,0.812207
32,1,101,3,2,1,6,6,0.622848,0.733959,0.7277,0.640063,0.871674
32,1,102,3,2,1,7,6,0.397496,0.934272,0.887324,0.225352,0.737089
32,1,103,3,1,1,6,6,0.758998,0.522692,0.707355,0.604069,0.948357
32,1,104,4,3,0,2,2,0.655712,0.341158,0.710485,0.525822,0.910798
32,1,105,4,3,0,3,3,0.70579,0.292645,0.751174,0.635368,0.912363
32,1,106,4,2,0,2,2,0.737089,0.391236,0.768388,0.625978,0.968701
32,1,107,4,2,0,3,3,0.652582,0.444444,0.766823,0.583725,0.912363
32,1,108,4,1,0,2,2,0.550861,0.694836,0.654147,0.5759,0.998435
32,1,109,4,1,0,3,3,0.72144,0.402191,0.774648,0.607199,0.926448
32,1,110,4,1,0,3,3,0.615023,0.647887,0.7277,0.347418,0.400626
32,1,111,4,1,0,4,4,0.391236,0.636933,0.71831,0.43975,0.438185
32,1,112,4,1,0,5,5,0.312989,0.682316,0.782473,0.28169,0.370892
32,1,113,4,2,0,3,3,0.615023,0.494523,0.824726,0.505477,0.751174
32,1,114,4,2,0,4,4,0.58529,0.716745,0.7277,0.342723,0.615023
32,1,115,4,2,0,5,5,0.604069,0.543036,0.690141,0.43975,0.408451
32,1,116,4,3,0,3,3,0.693271,0.453834,0.652582,0.553991,0.876369
32,1,117,4,3,0,4,4,0.320814,0.746479,0.7277,0.28482,0.510172
32,1,118,4,3,0,5,5,0.347418,0.782473,0.752739,0.2723,0.384977
32,1,119,4,5,0,3,3,0.327074,0.758998,0.539906,0.28169,0.215962
32,1,120,4,5,0,4,4,0.342723,0.56964,0.345853,0.460094,0.375587
32,1,121,4,2,0,3,3,0.485133,0.410016,0.654147,0.405321,0.405321
32,1,122,4,2,0,4,4,0.699531,0.258216,0.713615,0.733959,0.793427
32,1,123,4,2,0,5,5,0.589984,0.629108,0.70579,0.514867,0.539906
32,1,124,4,2,0,6,6,0.533646,0.672926,0.780908,0.386541,0.787167
32,1,125,4,2,0,7,6,0.405321,0.874804,0.740219,0.203443,0.604069
32,1,127,4,3,0,6,6,0.71205,0.225352,0.776213,0.688576,0.898279
32,1,128,4,3,0,7,6,0.492958,0.652582,0.71205,0.5759,0.807512
32,1,129,4,2,0,6,6,0.682316,0.746479,0.768388,0.347418,0.771518
32,1,130,4,2,0,7,6,0.660407,0.327074,0.826291,0.410016,0.713615
32,1,131,4,2,0,5,5,0.671362,0.302034,0.768388,0.769953,0.945227
32,1,132,4,2,0,6,6,0.729264,0.292645,0.830986,0.749609,0.452269
32,1,133,4,3,0,4,4,0.630673,0.217527,0.743349,0.589984,0.849765
32,1,134,4,3,0,5,5,0.640063,0.339593,0.732394,0.690141,0.942097
32,1,135,4,3,0,6,6,0.644757,0.348983,0.732394,0.464789,0.826291
32,1,136,4,3,0,6,6,0.568075,0.618153,0.676056,0.405321,0.544601
32,1,137,4,3,0,7,6,0.621283,0.27856,0.762128,0.646322,0.820031
33,1,0,1,3,0,1,1,0.408451,0.378717,0.616588,0.400626,0.755869
33,1,1,1,3,0,2,2,0.375587,0.12989,0.748044,0.86072,0.876369
33,1,2,1,2,0,1,1,0.375587,0.625978,0.13302,0.378717,0.627543
33,1,3,1,2,0,2,2,0.370892,0.366197,0.391236,0.616588,0.754304
33,1,4,1,1,0,1,1,0.374022,0.744914,0.245696,0.120501,0.619718
33,1,5,1,1,0,2,2,0.693271,0.384977,0.682316,0.757433,0.834116
33,1,6,1,2,1,1,1,0.169014,0.374022,0.081377,0.1518,0.683881
33,1,7,1,2,1,2,2,0.378717,0.292645,0.302034,0.084507,0.067293
33,1,8,1,3,0,3,3,0.356808,0.372457,0.701095,0.571205,0.766823
33,1,9,1,3,0,4,4,0.625978,0.399061,0.355243,0.72457,0.777778
33,1,10,1,2,0,3,3,0.378717,0.607199,0.112676,0.126761,0.334898
33,1,11,1,2,0,4,4,0.610329,0.399061,0.591549,0.690141,0.968701
33,1,12,1,1,0,3,3,0.610329,0.636933,0.547731,0.751174,0.749609
33,1,13,1,1,0,4,4,0.611894,0.234742,0.372457,0.744914,0.758998
33,1,14,1,2,1,3,3,0.352113,0.359937,0.345853,0.248826,0.251956
33,1,15,1,2,1,4,4,0.43975,0.441315,0.461659,0.13928,0.059468
33,1,16,1,3,0,1,1,0.236307,0.602504,0.195618,0.112676,0.672926
33,1,17,1,3,0,2,2,0.261346,0.616588,0.760563,0.363067,0.743349
33,1,18,1,2,0,1,1,0.453834,0.402191,0.389671,0.668232,0.729264
33,1,19,1,2,0,2,2,0.28795,0.682316,0.624413,0.248826,0.665102
33,1,20,1,2,1,2,2,0.370892,0.380282,0.366197,0.27856,0.625978
33,1,21,1,3,0,3,3,0.621283,0.555556,0.743349,0.663537,0.757433
33,1,22,1,2,0,3,3,0.613459,0.383412,0.837246,0.837246,0.86072
33,1,23,1,2,1,3,3,0.386541,0.338028,0.369327,0.241002,0.621283
33,1,24,1,3,0,4,4,0.591549,0.273865,0.749609,0.630673,0.740219
33,1,25,1,2,0,4,4,0.743349,0.57277,0.788732,0.691706,0.873239
33,1,26,1,1,0,3,3,0.380282,0.363067,0.120501,0.125196,0.881064
33,1,27,1,1,0,4,4,0.56651,0.801252,0.937402,0.583725,0.818466
33,1,28,1,2,1,4,4,0.347418,0.377152,0.256651,0.128326,0.4241
33,1,29,1,3,0,3,3,0.339593,0.56025,0.629108,0.544601,0.431925
33,1,30,1,3,0,4,4,0.599374,0.384977,0.726135,0.632238,0.8482
33,1,31,1,3,0,5,5,0.798122,0.211268,0.877934,0.286385,0.031299
33,1,32,1,2,0,3,3,0.416275,0.636933,0.71518,0.477308,0.874804
33,1,33,1,2,0,4,4,0.632238,0.627543,0.619718,0.621283,0.746479
33,1,34,1,2,0,5,5,0.643192,0.624413,0.868545,0.140845,0.577465
33,1,35,1,1,0,3,3,0.377152,0.619718,0.751174,0.378717,0.884194
33,1,36,1,1,0,4,4,0.366197,0.625978,0.636933,0.366197,0.741784
33,1,37,1,1,0,5,5,0.233177,0.87011,0.749609,0.322379,0.261346
33,1,38,1,2,1,3,3,0.386541,0.42723,0.150235,0.107981,0.618153
33,1,39,1,2,1,4,4,0.370892,0.372457,0.381847,0.120501,0.369327
33,1,40,1,3,0,4,4,0.610329,0.577465,0.748044,0.618153,0.668232
33,1,41,1,2,0,4,4,0.765258,0.384977,0.615023,0.394366,0.658842
33,1,42,1,1,0,4,4,0.621283,0.605634,0.370892,0.624413,0.743349
33,1,43,1,2,1,4,4,0.363067,0.392801,0.253521,0.120501,0.732394
33,1,44,1,3,0,5,5,0.629108,0.549296,0.768388,0.557121,0.751174
33,1,45,1,3,0,6,6,0.237872,0.879499,0.873239,0.242567,0.751174
33,1,46,1,2,0,5,5,0.419405,0.616588,0.748044,0.668232,0.757433
33,1,47,1,2,0,6,6,0.613459,0.630673,0.86385,0.115806,0.5759
33,1,48,1,1,0,5,5,0.622848,0.384977,0.616588,0.616588,0.743349
33,1,49,1,1,0,6,6,0.248826,0.633803,0.87011,0.363067,0.599374
33,1,50,1,2,1,5,5,0.746479,0.56025,0.942097,0.694836,0.754304
33,1,51,2,2,0,1,1,0.248826,0.574335,0.550861,0.112676,0
33,1,52,2,2,0,2,2,0.233177,0.735524,0.640063,0.231612,0.039124
33,1,53,2,2,0,3,3,0.586854,0.250391,0.247261,0.633803,0.618153
33,1,54,2,2,0,4,4,0.369327,0.377152,0.391236,0.568075,0.261346
33,1,55,2,2,1,2,2,0.333333,0.635368,0.613459,0.114241,0.381847
33,1,56,2,2,1,3,3,0.378717,0.671362,0.644757,0.051643,0
33,1,57,2,2,1,4,4,0.369327,0.253521,0.309859,0.076682,0
33,1,58,2,2,0,2,2,0.5759,0.408451,0.743349,0.109546,0.758998
33,1,59,2,2,0,3,3,0.611894,0.416275,0.632238,0.672926,0.843506
33,1,60,2,2,0,4,4,0.378717,0.374022,0.748044,0.743349,0.962441
33,1,61,2,2,0,5,5,0.605634,0.431925,0.615023,0.611894,0.738654
33,1,62,2,2,0,6,6,0.616588,0.625978,0.757433,0.253521,0.743349
33,1,63,2,2,1,3,3,0.381847,0.632238,0.12989,0.054773,0.256651
33,1,64,2,2,1,4,4,0.342723,0.632238,0.630673,0.122066,0.72144
33,1,65,2,2,1,5,5,0.286385,0.779343,0.674491,0.062598,0.568075
33,1,66,2,2,0,4,4,0.629108,0.378717,0.749609,0.751174,0.85759
33,1,67,2,2,0,5,5,0.507042,0.370892,0.71831,0.876369,0.882629
33,1,68,2,2,1,4,4,0.244131,0.746479,0.760563,0.073552,0.699531
33,1,69,2,2,1,5,5,0.369327,0.625978,0.763693,0.173709,0.312989
33,1,70,2,2,0,4,4,0.633803,0.370892,0.751174,0.630673,0.748044
33,1,71,2,2,0,5,5,0.618153,0.286385,0.751174,0.755869,0.743349
33,1,72,2,2,1,4,4,0.913928,0.553991,0.258216,0.384977,0.118936
33,1,73,2,2,1,5,5,0.779343,0.384977,0.746479,0.244131,0.037559
33,1,74,2,2,0,4,4,0.241002,0.262911,0.250391,0.874804,0.879499
33,1,75,2,2,1,4,4,0.370892,0.449139,0.247261,0.378717,0.752739
33,1,76,2,2,0,5,5,0.613459,0.624413,0.757433,0.621283,0.896714
33,1,77,2,2,0,6,6,0.622848,0.56025,0.86072,0.71831,0.859155
33,1,78,2,2,1,5,5,0.350548,0.732394,0.317684,0.057903,0.754304
33,1,79,2,2,1,6,6,0.370892,0.408451,0.406886,0.122066,0.741784
33,1,80,2,2,0,7,6,0.43036,0.737089,0.877934,0.128326,0.754304
33,1,81,3,1,0,1,1,0.256651,0.236307,0.604069,0.128326,0
33,1,82,3,1,0,2,2,0.636933,0.228482,0.616588,0.621283,0.763693
33,1,83,3,1,0,3,3,0.743349,0.173709,0.428795,0.812207,0.871674
33,1,84,3,1,0,4,4,0.738654,0.247261,0.735524,0.744914,0.751174
33,1,85,3,1,0,5,5,0.744914,0.372457,0.884194,0.749609,0.973396
33,1,86,3,1,0,6,6,0.657277,0.543036,0.849765,0.7277,0.985915
33,1,87,3,1,0,7,6,0.641628,0.959311,0.646322,0.386541,0.885759
33,1,88,3,2,0,2,2,0.586854,0.608764,0.624413,0.72144,0.771518
33,1,89,3,1,1,2,2,0.641628,0.126761,0.615023,0.884194,0.98748
33,1,90,3,2,0,3,3,0.636933,0.364632,0.760563,0.748044,0.929577
33,1,91,3,2,0,4,4,0.630673,0.259781,0.741784,0.629108,0.881064
33,1,92,3,2,1,3,3,0.350548,0.743349,0.755869,0.386541,0.754304
33,1,93,3,2,1,4,4,0.453834,0.640063,0.630673,0.56964,0.967136
33,1,94,3,1,1,3,3,0.625978,0.5759,0.86698,0.625978,0.881064
33,1,95,3,1,1,4,4,0.615023,0.557121,0.879499,0.744914,0.971831
33,1,96,3,2,0,5,5,0.253521,0.444444,0.636933,0.625978,1
33,1,97,3,2,1,5,5,0.553991,0.710485,0.820031,0.173709,0.730829
33,1,98,3,1,1,5,5,0.751174,0.627543,0.751174,0.873239,1
33,1,99,3,2,0,6,6,0.636933,0.654147,0.57277,0.233177,0.899844
33,1,100,3,2,0,7,6,0.123631,0.934272,0.876369,0,0.751174
33,1,101,3,2,1,6,6,0.604069,0.616588,0.737089,0.137715,0.902973
33,1,102,3,2,1,7,6,0.250391,0.938967,0.938967,0.228482,0.901408
33,1,103,3,1,1,6,6,0.820031,0.666667,0.862285,0.788732,1
33,1,104,4,3,0,2,2,0.630673,0.544601,0.660407,0.56964,0.740219
33,1,105,4,3,0,3,3,0.746479,0.593114,0.737089,0.56025,0.874804
33,1,106,4,2,0,2,2,0.627543,0.568075,0.873239,0.593114,0.690141
33,1,107,4,2,0,3,3,0.964006,0.615023,0.943662,0.586854,1
33,1,108,4,1,0,2,2,0.369327,0.618153,0.758998,0.616588,0.758998
33,1,109,4,1,0,3,3,0.757433,0.525822,0.740219,0.616588,0.754304
33,1,110,4,1,0,3,3,0.122066,0.879499,0.621283,0.236307,0.370892
33,1,111,4,1,0,4,4,0.624413,0.625978,0.624413,0.248826,0.120501
33,1,112,4,1,0,5,5,0.500782,0.621283,0.876369,0.369327,0.622848
33,1,113,4,2,0,3,3,0.619718,0.29734,0.666667,0.211268,0.663537
33,1,114,4,2,0,4,4,0.234742,0.43036,0.86698,0.370892,0.104851
33,1,115,4,2,0,5,5,0.743349,0.364632,0.744914,0.629108,0.621283
33,1,116,4,3,0,3,3,0.516432,0.604069,0.743349,0.242567,0.56025
33,1,117,4,3,0,4,4,0.621283,0.41784,0.85759,0.43662,0.56025
33,1,118,4,3,0,5,5,0.723005,0.633803,0.871674,0.247261,0.881064
33,1,119,4,5,0,3,3,0.386541,0.638498,0.741784,0.237872,0
33,1,120,4,5,0,4,4,0.395931,0.611894,0.630673,0.253521,0
33,1,121,4,2,0,3,3,0.594679,0.56025,0.773083,0.405321,0.190923
33,1,122,4,2,0,4,4,0.607199,0.338028,0.723005,0.5759,0.608764
33,1,123,4,2,0,5,5,0.754304,0.378717,0.873239,0.256651,0.733959
33,1,124,4,2,0,6,6,0.553991,0.652582,0.868545,0.251956,0.251956
33,1,125,4,2,0,7,6,0.71831,0.624413,0.962441,0.031299,0.050078
33,1,127,4,3,0,6,6,0.737089,0.369327,0.86385,0.616588,0.748044
33,1,128,4,3,0,7,6,0.636933,0.619718,0.918623,0.054773,0.751174
33,1,129,4,2,0,6,6,0.738654,0.758998,0.877934,0.122066,0.051643
33,1,130,4,2,0,7,6,1,0.608764,1,0.115806,0.876369
33,1,131,4,2,0,5,5,0.629108,0.422535,0.865415,0.812207,0.85446
33,1,132,4,2,0,6,6,0.879499,0.372457,0.877934,0.877934,0.87011
33,1,133,4,3,0,4,4,0.735524,0.367762,0.768388,0.629108,0.87011
33,1,134,4,3,0,5,5,0.752739,0.392801,0.940532,0.672926,0.751174
33,1,135,4,3,0,6,6,0.621283,0.384977,0.879499,0.616588,0.248826
33,1,136,4,3,0,6,6,0.629108,0.751174,0.87011,0.261346,0.386541
33,1,137,4,3,0,7,6,0.651017,0.42723,0.873239,0.280125,0.446009
34,1,0,1,3,0,1,1,0.374022,0.773083,0.496088,0.388106,0.625978
34,1,1,1,3,0,2,2,1,0.364632,0.615023,1,1
34,1,2,1,2,0,1,1,0.494523,0.494523,0.241002,1,1
34,1,3,1,2,0,2,2,0.505477,0.630673,0.267606,0.363067,0.494523
34,1,4,1,1,0,1,1,0.1518,0.98748,0.367762,0.126761,0.233177
34,1,5,1,1,0,2,2,0.480438,0.488263,0.236307,0.804382,0.948357
34,1,6,1,2,1,1,1,0.491393,0.882629,0.397496,0.896714,0.14241
34,1,7,1,2,1,2,2,0.355243,0.511737,0.140845,0.363067,0.242567
34,1,8,1,3,0,3,3,0.638498,0.388106,0.496088,0.629108,0.370892
34,1,9,1,3,0,4,4,0.624413,0.497653,0.755869,0.635368,0.627543
34,1,10,1,2,0,3,3,0.496088,0.492958,0.339593,0.514867,0.85446
34,1,11,1,2,0,4,4,0.633803,0.633803,0.755869,0.7277,0.607199
34,1,12,1,1,0,3,3,0.372457,0.641628,0.643192,0.370892,0.505477
34,1,13,1,1,0,4,4,0.882629,0.264476,0.176839,0.85446,0.596244
